Status,Name,Segments,Categories,Incorporation year,Launch year,Ownership type,Incorporation Country,Operational HQ,Number of employees,Cessation date,Cessation of op. reason,Acquisition status
Active,Ientra,"Digital Capital Raising, RegTech","Equity-Based Crowdfunding, Profiling & Due Diligence",2016,2016,Private,India,India,1-10,,,
Active,Idos ,Enterprise Tech Provisioning,"Financial Management & Business Intelligence, Electronic Invoicing, Digital Accounting",2014,2016,Private,India,India,11-50,,,
Active,IDMission,"Enterprise Tech Provisioning, Digital Identity, Alternative Credit Analytics","API Management, AI / ML / NLP, KYC Solutions, Security & Biometrics, Fraud Prevention & Risk Management, Biometric Analytics, KYC & AML",2011,2012,Private,United States,United States,130,,,
Inactive,IDFC FIRST Bank,Digital Lending,"Balance Sheet Business Lending, Balance Sheet Consumer Lending",,2012,Public,India,India,1001-5000,2018,,
Active,IdentityMind,"Digital Identity, RegTech","KYC Solutions, Risk Analytics, KYC & AML, Compliance",2009,2014,Private,United States,United States,,,,
Active,Idemia,Digital Identity,"Security & Biometrics, Fraud Prevention & Risk Management",2001,2021,Private,France,France,1001-5000,,,
Active,Idea.me,Digital Capital Raising,Reward-Based Crowdfunding,2011,2011,Private,Argentina,Argentina,30,,,
Active,IDCM Global Limited,Cryptoasset Exchange,"Order-Book, Retail Brokerage Services, Single Dealer Platform / OTC Trading",2017,2018,Private,Seychelles,China,125,,,
Inactive,IDAX,Cryptoasset Exchange,Order-Book,,2017,Private,Mongolia,Mongolia,,2020,,
Active,iDANA,Digital Lending,Balance Sheet Consumer Lending,2018,2018,Private,Indonesia,Indonesia,,,,
Active,ID FINANCE,"Digital Lending, RegTech, Alternative Credit Analytics, Enterprise Tech Provisioning","Balance Sheet Consumer Lending, Balance Sheet Business Lending, Risk Analytics, Credit Scoring, Financial Management & Business Intelligence",2012,2015,Private,Spain,Spain,201-500,,,
Active,ICORA,Digital Capital Raising,"Equity-Based Crowdfunding, Real Estate Crowdfunding",2011,2011,Private,Thailand,United States,6,,,
Active,ICOholder,Cryptoasset Exchange,Aggregation,,2017,Private,Unidentified,Unidentified,,,,
Active,ICObench,"Digital Capital Raising, Enterprise Tech Provisioning","Token Hosting Platform, API Management",,2017,Private,Unidentified,United Kingdom,11-50,,,
Inactive,ICObazaar,Cryptoasset Exchange,Aggregation,,2017,Private,Seychelles,Unidentified,,2019,,
Active,iChain InsurTech Company,InsurTech,"Claims & Risk Management Solutions, Customer Management",2016,2021,Private,Japan,Japan,,,,
Active,iCare Benefits,Digital Lending,P2P / Marketplace Consumer Lending,2013,2013,Private,Vietnam,Vietnam,750,,,
Active,iCard,Digital Payments,"Payment Gateways, Payment Aggregators, API Hubs for Payments, Digital Remittances (Cross Border-P2P), Digital Remittances (Domestic-P2P), Money Transfer (P2P / P2B / B2P / B2B), Points of Access (PoS / mPoS / Online PoS), eMoney Issuers, Mobile Money, Acquiring Services Providers for Merchants, Bulk Payment Solutions, Top-ups & Refills",2007,2007,Private,Bulgaria,Bulgaria,201-500,,,
Active,iCapital Network,"WealthTech, RegTech, Enterprise Tech Provisioning","Digital Wealth Management, Social Trading, Dynamic Compliance, Regulatory Reporting, Digital Accounting, Education and Training, Investment advisory, Application development",2013,2013,Private,United States,United States,201-500,,,
Active,iBanker,Digital Capital Raising,Equity-Based Crowdfunding,2013,2017,Private,United States,China,6,,,
Active,i-lend,Digital Lending,P2P / Marketplace Consumer Lending,2012,2014,Private,India,India,6,,,
Active,i-Invested,"Digital Capital Raising, Digital Lending","Reward-Based Crowdfunding, P2P / Marketplace Business Lending, Equity-Based Crowdfunding, Donation-Based Crowdfunding",2014,2014,Private,United Kingdom,United Kingdom,6,,,
Active,Hysab Kytab,WealthTech,Personal Financial Management / Planning,2016,2017,Private,Pakistan,Pakistan,51-200,,,
Active,Hypur,"Digital Payments, RegTech, Digital Identity, Enterprise Tech Provisioning","Points of Access (PoS / mPoS / Online PoS), Money Transfer (P2P / P2B / B2P / B2B), Payment Aggregators, Dynamic Compliance, KYC Solutions, Security & Biometrics, Financial Management & Business Intelligence",2014,2014,Private,United States,United States,11-50,,,
Active,Hyperscience,Enterprise Tech Provisioning,AI / ML / NLP,2014,2015,Private,United States,United States,201-500,,,
Active,Hyperchain,"Enterprise Tech Provisioning, Alternative Credit Analytics, Digital Identity, InsurTech","Digital Accounting, Enterprise Blockchain, Credit Scoring, KYC Solutions, Fraud Prevention & Risk Management, IoT (including Telematics), Data aggregation",2016,2016,Private,China,China,9,,,
Active,Hydrogen,Enterprise Tech Provisioning,"Enterprise Blockchain, API Management, Financial Management & Business Intelligence",2017,2018,Private,United States,United States,51-200,,,
Active,Hydbest,Digital Lending,P2P / Marketplace Consumer Lending,2014,2014,Private,China,China,30,,,
Active,HuyDong.com,Digital Lending,P2P / Marketplace Business Lending,2014,2014,Private,Vietnam,Vietnam,6,,,
Active,Hut 8 Mining,Consensus Services,Proprietary Hashing,2011,2017,Public,Canada,Canada,11-50,,,
Active,HUSTLE FLYWHEEL,Digital Lending,Balance Sheet Business Lending,2019,2019,Private,Singapore,Singapore,1-10,,,
Active,Huspy,Digital Lending,P2P / Marketplace Property Lending,2020,2020,Private,United Arab Emirates,United Arab Emirates,11-50,,,
Active,Hushang Caifu,Digital Lending,P2P / Marketplace Consumer Lending,2013,2014,Private,China,China,,,,
Active,HURRA.COM,Digital Lending,Balance Sheet Consumer Lending,1998,1998,Private,Mexico,Germany,376,,,
Active,Huobi Global,"Cryptoasset Exchange, Digital Custody, Consensus Services, Digital Payments","Order-Book, Advanced Trading Services, Single Dealer Platform / OTC Trading, Retail Brokerage Services, Institutional Brokerage Services, Unhosted Cryptoasset Wallet, Third-Party Custody, Pool Operation, Staking-as-a-Service, Asset-Backed Stablecoin",2013,2013,Private,British Virgin Islands,Singapore,1001-5000,,,
Active,Hummingbird,RegTech,"Risk Analytics, Dynamic Compliance, Profiling & Due Diligence",2016,2017,Private,United States,United States,38,,,
Active,Human Interest,"RegTech, WealthTech","Dynamic Compliance, Robo Retirement / Pension Planning, Digital Wealth Management",2015,2015,Private,United States,United States,501-1000,,,
Active,Hubpay,Digital Payments,"Money Transfer (P2P / P2B / B2P / B2B), Digital Remittances (Cross Border-P2P), Digital Remittances (Domestic-P2P), Top-ups & Refills",2020,2018,Private,United Arab Emirates,United Arab Emirates,11-50,,,
Active,Hubbub,Digital Capital Raising,Reward-Based Crowdfunding,2011,2012,Private,United Kingdom,United Kingdom,30,,,
Active,Housers,Digital Lending,P2P / Marketplace Property Lending,2012,2014,Private,Spain,Spain,76,,,
Active,HouseAfrica,Enterprise Tech Provisioning,Enterprise Blockchain,2019,2019,Private,Nigeria,Nigeria,11-50,,,
Active,Hop Financial Solutions,"Digital Banks, Digital Lending","Fully Digitally Native Bank (Retail), Fully Digitally Native Bank (MSME), Balance Sheet Consumer Lending",2018,2018,Private,United Kingdom,India,17,,,
Active,Hoolders,Digital Capital Raising,Equity-Based Crowdfunding,2012,2012,Private,France,France,30,,,
Active,hoolah,Digital Lending,Customer Cash-Advance,2017,2017,Private,Singapore,Singapore,51-200,,,
Active,Hooandja,Digital Capital Raising,Reward-Based Crowdfunding,2011,2011,Private,Estonia,Estonia,6,,,
Active,Honeyminer,Consensus Services,Firmware & Software Development,2016,2019,Private,United States,United States,,,,
Active,HoneyBook,"Enterprise Tech Provisioning, Digital Payments","Electronic Invoicing, Payment Gateways",2012,2013,Private,United States,United States,51-200,,,
Active,HoneyBee,Digital Lending,"Balance Sheet Consumer Lending, Education and Training",2015,2017,Private,United States,United States,11-50,,,
Active,Honeybadger,Cryptoasset Exchange,"Bitcoin Teller Machines (BTM), Lending / Borrowing",,2016,Private,Unidentified,Canada,,,,
Active,Honest,"Enterprise Tech Provisioning, WealthTech","Financial Management & Business Intelligence, Financial Comparison Sites",2017,2017,Private,Spain,Spain,1-10,,,
Active,Honcho,InsurTech,"Comparison Portal, Digital Brokers or Agents",2014,2016,Private,United Kingdom,United Kingdom,15,,,
Active,Homunity,Digital Capital Raising,Real Estate Crowdfunding,2014,2014,Private,France,France,6,,,
Active,Hometuls,Enterprise Tech Provisioning,"Electronic Invoicing, Financial Management & Business Intelligence",,2017,Private,Colombia,Colombia,1-10,,,
Active,Hometap ,Digital Lending,Balance Sheet Consumer Lending,2018,2018,Private,United States,United States,51-200,,,
Active,HomeLight,"InsurTech, Digital Lending","Digital Brokers or Agents, Balance Sheet Property Lending",2011,2019,Private,United States,United States,51-200,,,
Active,Home Rocket,Digital Capital Raising,Equity-Based Crowdfunding,2015,2015,Private,Austria,Austria,6,,,
Active,HolyTransaction,"Digital Custody, Cryptoasset Exchange","Hosted Cryptoasset Wallet, Retail Brokerage Services",2015,2014,Private,Luxembourg,Luxembourg,,,,
Active,Holic Farms,Consensus Services,"Hashrate Brokerage, Remote Hosting Services",,2019,Private,Unidentified,Kazakhstan,1-10,,,
Active,HodlBot,"Cryptoasset Exchange, Enterprise Tech Provisioning","Trading Bots, API Management",2018,2018,Private,Canada,Canada,1-10,,,
Active,HNW Lending,"Digital Lending, WealthTech","P2P / Marketplace Consumer Lending, P2P / Marketplace Business Lending, Digital Wealth Management",2013,2013,Private,United Kingdom,United Kingdom,1-10,,,
Active,HMBradley,"WealthTech, Digital Banks, Digital Savings, Digital Lending","Personal Financial Management / Planning, Fully Digitally Native Bank (Retail), Agent Banking (Cash-In / Cash-Out), Digital Micro Saving Solutions, Balance Sheet Consumer Lending",2018,2020,Private,United States,United States,11-50,,,
Active,hiveonline,"Enterprise Tech Provisioning, Digital Savings, InsurTech, Alternative Credit Analytics","Enterprise Blockchain, Digital Micro Saving Solutions, Claims & Risk Management Solutions, Credit Scoring",2016,2016,Private,Denmark,Denmark,1-10,,,
Active,HIVE Blockchain Technologies Ltd,Consensus Services,Remote Hosting Services,1987,2017,Public,Canada,Canada,,,,
Active,HitBTC,Cryptoasset Exchange,"Order-Book, Market Making, Single Dealer Platform / OTC Trading, API Interface",2013,2014,Private,Panama,"Hong Kong SAR, China",,,,
Active,Hippo ,InsurTech,"Digital Brokers or Agents, Customer Management, IoT (including Telematics), Claims & Risk Management Solutions",2015,2017,Public,United States,United States,201-500,,,
Active,HighRadius,"Enterprise Tech Provisioning, Digital Payments, Alternative Credit Analytics","Financial Management & Business Intelligence, Digital Accounting, Cloud Computing, AI / ML / NLP, Electronic Invoicing, Payment Gateways, Credit Scoring, Education and Training",2006,2006,Private,United States,United States,1001-5000,,,
Active,HighCastle,"Enterprise Tech Provisioning, Digital Capital Raising","Financial Management & Business Intelligence, Capital Raising Institutional Brokerage",2016,2016,Private,United Kingdom,United Kingdom,7,,,
Inactive,HighBitcoin,Consensus Services,"Hardware Manufacturing, Cloud Mining, Remote Hosting Services",,2013,Private,Unidentified,United States,,2014,,
Active,Hi Marley ,Enterprise Tech Provisioning,"API Management, AI / ML / NLP",2017,2018,Private,United States,United States,51-200,,,
Active,Hexindai,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending",2014,2014,Public,China,China,376,,,
Active,HEXAGONe,Digital Capital Raising,Real Estate Crowdfunding,2015,2013,Private,France,France,,,,
Active,Hex Trust,Digital Custody,Hosted Cryptoasset Wallet,2018,2018,Private,"Hong Kong SAR, China","Hong Kong SAR, China",11-50,,,
Active,Herio Capital,Digital Lending,Balance Sheet Business Lending,2014,2015,Private,United States,United States,30,,,
Active,Hepstar,InsurTech,"Digital Brokers or Agents, On-Demand Insurance",2013,2013,Private,South Africa,South Africa,11-50,,,
Active,Hepan Finance,Digital Lending,P2P / Marketplace Consumer Lending,2013,2016,Private,China,China,6,,,
Active,HelloGold,Digital Savings,Digital Micro Saving Solutions,2015,2016,Private,Malaysia,Malaysia,11-50,,,
Inactive,Helloblock,Enterprise Tech Provisioning,"API Management, API Interface, Block Explorers",2014,2014,Private,United States,United States,,2015,,
Active,Hello ZUM,InsurTech,"Technical Service Provider (TSP), Customer Management, Claims & Risk Management Solutions",2012,2012,Private,Unidentified,Peru,11-50,,,
Active,Helios.do,"Digital Banks, WealthTech","Fully Digitally Native Bank (Retail), Personal Financial Management / Planning",,2020,Private,France,France,11-50,,,
Active,Helicap,Digital Lending,"P2P / Marketplace Consumer Lending, P2P / Marketplace Business Lending",2018,2018,Private,Singapore,Singapore,11-50,,,
Inactive,Hedgy,Cryptoasset Exchange,"Retail Brokerage Services, Single Dealer Platform / OTC Trading",2014,2014,Private,United States,United States,,2018,,
Inactive,Hedgeable,WealthTech,"Personal Financial Management / Planning, Pension-Led Funding, Digital Wealth Management, Education and Training",2009,2009,Private,United States,United States,11-50,2018,,
Active,HeavyFinance,Digital Capital Raising,"Revenue / Profit Share Crowdfunding, Real Estate Crowdfunding",2020,2020,Private,Lithuania,Lithuania,1-10,,,
Active,HealthySure,InsurTech,"Digital Brokers or Agents, Claims & Risk Management Solutions",2020,2020,Private,India,India,11-50,,,
Active,HealthJoy,Digital Savings,Savings-as-a-Service (SaaS),2014,2015,Private,United States,United States,201-500,,,
Active,Headstart,Digital Capital Raising,Reward-Based Crowdfunding,2016,2016,Private,Israel,United Kingdom,30,,,
Active,HashRabbit,Consensus Services,Firmware & Software Development,2014,2014,Private,United States,United States,,,,
Inactive,HashPlex,Consensus Services,Remote Hosting Services,2014,2014,Private,United States,United States,,2018,,
Active,Hashkey Digital Asset Group,"Cryptoasset Exchange, Consensus Services, Digital Custody","Market Making, Retail Brokerage Services, Single Dealer Platform / OTC Trading, Staking-as-a-Service, Hosted Cryptoasset Wallet",2018,2018,Private,"Hong Kong SAR, China","Hong Kong SAR, China",,,,
Active,HashInvest Capital,"WealthTech, Cryptoasset Exchange, Digital Custody","Digital Wealth Management, Advanced Trading Services, Key Management Services",2017,2017,Private,Brazil,Brazil,1-10,,,
Inactive,HashFast,Consensus Services,Hardware Manufacturing,2013,2014,Private,United States,United States,11-50,2015,,
Active,Hash ,"Enterprise Tech Provisioning, Digital Payments, RegTech","API Management, Financial Management & Business Intelligence, Payment Aggregators, Payment Gateways, Dynamic Compliance",2017,2017,Private,Brazil,Brazil,51-200,,,
Active,Harvest Returns,"Digital Capital Raising, WealthTech","Equity-Based Crowdfunding, Personal Financial Management / Planning",2019,2016,Private,United States,United States,1-10,,,
Active,Harmoney,Digital Lending,P2P / Marketplace Consumer Lending,2012,2014,Private,New Zealand,New Zealand,176,,,
Inactive,Hardbit,Digital Custody,Hardware Cryptoasset Wallet,,2014,Private,Unidentified,China,,2017,,
Inactive,Harborly,Cryptoasset Exchange,Order-Book,2015,2013,Private,United States,United States,,2015,,
Active,Harbor,"Enterprise Tech Provisioning, Digital Identity, RegTech","Financial Management & Business Intelligence, Enterprise Blockchain, KYC Solutions, Dynamic Compliance",,2018,Private,United States,United States,11-50,,,
Active,Happy Capital,"Digital Capital Raising, Digital Lending","Equity-Based Crowdfunding, Mini-Bonds, Real Estate Crowdfunding",2013,2013,Private,France,France,6,,,
Active,Happy,Digital Lending,"Balance Sheet Business Lending, Balance Sheet Consumer Lending, Invoice Trading",2016,2018,Private,India,India,11-50,,,
Active,Happay,"Enterprise Tech Provisioning, Digital Payments","Digital Accounting, Financial Management & Business Intelligence, eMoney Issuers",2012,2012,Private,India,India,201-500,,,
Active,Haodaibao,Digital Lending,P2P / Marketplace Business Lending,2014,2014,Private,China,China,750,,,
